gene	UT1	UT2	Ab1	Ab2	L1	L2	LAb1	LAb2
Kptn	4.484518973	3.806863876	3.473602528	4.991019291	2.309913573	2.552101008	3.206142201	2.612672652
2810021J22Rik	0.791226665	1.10062456	0.983064596	0.962591541	0.555427251	0.801001934	0.695285141	0.927913999
Gng10	51.85776177	49.15055214	44.27141568	54.60655307	51.0376056	41.63985999	51.5131393	59.36050869
Med11	31.03507211	24.54545512	24.74410825	42.06137679	34.08837471	29.07202059	39.19589681	36.36447513
Hoxb8	1.118122841	1.148492331	1.512984762	0.925765948	1.773352788	1.379133819	1.806052313	1.964914891
Tlr1	3.957016325	3.863694526	4.591278994	3.619200592	8.953353899	10.89369333	12.31664887	11.42383627
Sgta	37.07303425	38.65208381	50.82496063	33.36414355	20.05746927	21.57909237	26.68007695	23.12393056
Ssbp1	7.276239191	7.114784384	11.12553005	10.28571925	6.921576302	6.825214838	7.443313992	8.999206174
Acsf3	4.286275842	4.44767656	3.286624776	4.394423432	2.39420741	2.91793867	3.465411127	2.888281145
Asl	8.236884645	7.164959251	6.59324634	9.009676196	8.23005025	7.971672056	10.27400125	9.10394204
Tmx2	22.02828112	18.64451605	18.90202532	26.37565934	20.27847781	21.70026311	24.5236402	25.6787777
Cox8a	381.79171	274.3234762	212.3028756	461.3059886	419.557154	392.8090709	505.8573265	465.5063902
Klhl21	8.883326421	7.322863167	3.424697843	5.984390711	1.817676454	2.324625773	2.519121027	2.433742678
Tpgs2	3.343478946	3.78417189	6.881327868	3.670807966	2.106594926	2.035458336	2.42437507	2.527727338
Gm23458	2.338634041	3.878467338	3.211208092	0.51550999	0.77072092	0.651607964	0.483839428	1.21660774
Rras	13.60593427	10.56211916	8.136874743	11.95293378	15.30836692	15.59134187	19.18395276	17.75777666
Spi1	94.50436333	92.64372895	129.5510966	91.74394529	61.51922263	63.10183265	81.81740882	67.16462676
Psma5	172.8498567	126.1261187	140.0898646	288.5617317	316.0652978	310.5130747	410.6146341	338.3575259
Pum3	7.866178945	9.441747424	16.19787564	12.79043275	13.36153407	13.98452432	15.76605303	16.92117681
Tubb2a	6.360265872	5.240569486	4.265322053	7.283547797	6.310337368	6.771461393	8.512087881	7.116708753
Map3k11	15.30272841	15.85708209	15.82687731	13.55306627	19.85058134	20.58045831	26.00298248	22.2953697
Nup85	39.56006588	35.12656159	29.03083901	41.45269896	16.94043443	16.93072464	21.18502012	19.27131492
Cactin	25.85309776	24.31216147	21.22563321	23.93992091	8.347124664	9.228512507	11.25761463	9.734069179
Smyd5	18.00489046	17.63454531	17.44340973	15.4461741	15.23761641	15.02161421	18.83102391	17.30779046
Ewsr1	61.47988771	69.26242854	76.54439361	54.80360787	39.95260611	40.64882361	45.66154943	50.59715378
Bex3	69.44113073	68.92724527	86.73067119	75.3199832	55.10268423	49.52325762	61.49892514	63.43206109
Hectd3	8.10091102	7.614657811	6.094481141	6.353216225	4.325338954	3.61433777	5.29887594	4.179943833
Map4k1	22.50728846	22.28999717	27.03227742	19.40053242	18.12286871	18.7839405	22.90165954	21.15780317
Shkbp1	10.70677729	9.036862062	9.222544092	13.13614514	7.155383039	7.936501375	10.01330288	8.002444621
Rras2	13.05164057	13.24750218	11.7343724	14.45319433	19.9326722	18.13967821	20.9230738	24.52407222
Hnrnpab	284.9467617	292.4193933	340.5456171	217.8530765	155.979148	158.4760156	167.1235646	208.2135769
Pqbp1	27.80396242	29.63946611	43.92740312	27.42506846	26.87041226	26.92463225	30.12852738	34.08117415
ND1	1700.983376	2319.039863	7395.445792	3228.636591	505.7636577	617.4806897	575.287102	765.3561756
Yipf2	4.470581495	3.791202013	3.446805006	3.710865705	2.763507778	3.567487234	3.73864996	3.817403126
Gps1	66.16272552	56.18112412	57.75378389	75.04102914	48.26760226	50.05831956	62.53514526	54.80205319
Akt1	91.70108946	88.56274751	72.75447207	79.66337653	42.84913509	44.43872727	53.76631992	50.3959474
Birc5	39.44687313	33.66793644	37.59199526	43.32499308	10.77296008	10.62651264	11.97930672	13.55437306
Sae1	98.55479648	85.88295378	84.27906522	108.7924582	42.91991073	44.4145795	55.63557237	48.56772029
Lypla2	41.91241261	35.55070223	34.93713108	45.00271706	30.82700754	30.45236206	39.39555361	33.71571449
Zc3h12a	6.283373071	6.527801779	6.090933046	5.441295595	34.84530364	38.07917613	46.27516171	40.72961095
Gm6712	0.759871479	1.608196073	3.029630431	2.847148364	0.877141145	1.057650657	1.026661596	1.281609044
Bcl2a1d	39.88512889	31.35017138	29.72507051	68.20286774	412.3195051	414.5470325	501.4525285	485.004847
Eif3m	38.01774285	33.46496337	53.62469545	74.68203181	76.7429733	72.29890465	91.34118737	86.45729596
Gmpr	15.14222756	11.77873845	9.209932809	13.64386067	9.307707567	9.122070703	11.41877712	10.56477156
Eif6	23.70949397	17.55892605	16.18379948	39.1948618	40.16741001	39.79497373	54.67195723	40.68967958
Brcc3	2.188960061	2.519718407	4.133814602	4.462655014	4.169974444	4.065063995	4.887262858	4.931792932
Shisa5	38.61622146	37.34578175	46.4495358	41.00535641	58.07406674	56.93846326	71.813746	65.29275805
Mrpl57	15.89254882	12.22867921	12.54771958	24.02021939	23.03421751	22.68746388	30.14604439	24.35714846
Cenpk	1.442417096	1.698258111	3.942339585	3.237690502	1.017786995	0.769892862	0.941021902	1.189882584
Pin4	15.06738706	9.811456316	15.90312579	24.30293058	14.60581257	15.15170829	19.24268795	16.222286
Rps6ka1	44.63394262	43.96029139	43.53494691	34.6766064	16.07499754	15.93118729	20.09847166	18.04622692
Entr1	7.582646141	6.485054866	8.082629569	7.679877268	6.413641045	7.539100768	8.493749224	8.134223869
Relb	5.746196802	5.26879994	4.0692118	5.15592302	6.985563926	6.956294385	8.949721067	7.663378343
Rpl10a	396.9584006	311.8254202	340.8087776	514.6780068	443.2031678	405.8009309	524.9957927	486.5945972
Mpi	10.98366997	10.53272009	10.71543961	12.32229666	7.05254408	7.029686788	8.515204351	8.263055304
Sf3b6	33.0343791	29.82699774	35.84367575	39.36632253	31.64448717	31.3255522	34.62713671	40.38913704
Scamp5	8.093198193	7.557990398	4.802952055	6.148071992	6.926326694	7.282319779	8.76142231	8.163358272
Pygo2	30.28958807	26.93943591	15.95787354	23.80656654	12.20550454	13.61303559	15.55657691	15.19618943
Trim11	9.188224722	9.123318765	6.868217979	8.259478025	5.762188389	6.433289544	7.555625693	6.970161381
Kifbp	7.201408319	7.238110978	7.599049567	6.432578339	3.710925912	4.743300291	4.372594979	5.696863184
Akap1	14.40061492	13.08507622	10.11786568	9.025675733	4.535819895	5.432625017	6.329170786	5.543589435
Nolc1	116.8242762	134.4482214	204.3920608	106.1469991	77.34010235	77.39462631	85.27765562	98.98832603
Mettl3	5.06459021	5.220125841	4.531497944	4.555154332	2.886787132	3.381257029	3.553627117	3.910636935
Tdrkh	12.20868598	14.06859029	14.34116541	16.64125337	9.336270033	9.679259378	11.07913514	11.56427415
Sertad3	8.353909862	6.789351362	5.010112852	8.286018216	4.263321927	5.385939415	5.90655446	5.583546281
Srek1ip1	6.829335394	7.547285737	10.8854428	8.058843791	7.35518585	8.344461032	8.659357804	10.03505948
Card19	51.70551884	46.3606997	52.27398901	52.02497504	33.00389262	27.75677239	36.9150156	35.43415907
Ywhah	91.08414693	94.78301995	119.59261	80.91066202	58.19893616	62.43045787	68.94687061	74.68544358
Hmgb2	186.1942929	207.3413564	326.5631814	249.4688973	105.6805185	96.4855295	110.56087	130.1497371
4931414P19Rik	3.052525947	3.248624575	2.637927116	2.258697476	0.867499229	1.349305714	1.333592247	1.305612919
2410004B18Rik	7.738480212	6.612139539	5.359662989	8.252682308	3.907876038	4.597774788	4.690929368	5.435187855
Csf3r	4.007147134	4.331793204	4.921805919	3.394081209	2.972982805	3.304131868	3.996682595	3.475203433
Dcakd	19.97512542	23.03050642	35.06573907	17.79917236	11.51678983	12.62350217	15.22769129	13.50674312
Arl5c	6.958931058	6.498704794	5.467418699	6.45528921	24.00988066	25.39227908	30.52230893	28.26720298
Rgs19	41.1985709	41.73162027	47.23067902	41.56032295	24.47332692	25.38937626	29.85480202	29.47895606
Gabarap	90.58471367	86.60271015	114.5063866	108.2967397	96.69115032	84.89475467	110.3702282	105.6820912
Rab35	32.82746333	31.13612744	30.65052575	28.91681997	12.84620274	14.7721572	16.04061531	16.81573882
Mydgf	43.91794368	29.25391758	21.64313789	59.69095282	58.32609191	56.32110637	74.00413326	62.38357526
BC037704	2.50489923	2.312958241	1.450070973	1.935079233	2.963165532	2.270472116	3.016326953	3.209747132
Metap2	37.40392297	40.96517248	44.77000538	45.14275321	32.47787142	32.27727607	35.38688043	41.64687268
Ppp1r9b	34.15569308	36.79784792	33.44666229	24.8834431	19.68960339	20.35245218	24.39070441	23.24029107
Ndufaf3	11.82817024	8.321484573	7.866132881	18.18264802	12.82783228	12.6720183	16.7592381	13.57323522
Cuedc2	68.78187973	54.96773636	52.95224947	75.6602076	54.60302769	51.99192813	63.78526173	63.01055293
Serinc2	3.478338815	4.011197726	2.934260435	2.54713953	4.065104178	4.070291846	5.606403305	4.070382514
Paqr7	13.7679348	12.98328339	10.1889318	12.98942348	4.384798521	4.827730248	5.940194014	5.016296341
Phf5a	34.03058035	27.07425612	22.39543372	46.10263439	30.62361366	28.87046167	38.39285964	32.35203342
Nprl2	8.728133306	8.722298401	9.352862914	8.759726043	6.324946305	6.236402896	7.693503581	7.242615375
Mt1	115.0853312	105.2552006	208.6112628	145.9944152	64.73390777	66.87857005	77.85760788	78.63639015
Ndufb4	20.49655837	19.78349114	21.27592961	30.54698034	27.74479662	27.13632345	34.13295244	31.12001322
Sh3tc1	5.26575419	4.97775372	3.23556512	4.280863275	2.180327149	2.680008612	3.145285308	2.633434574
Ppm1m	21.17346385	18.88110494	14.47235795	22.22072524	11.30090878	11.47077332	14.07872753	12.99439912
Erh	113.7529285	88.60330675	89.67832164	150.0095084	85.36271452	76.5672425	96.4235427	96.09211345
Samd9l	2.800508094	4.152699638	5.126867978	6.434157416	3.126092051	4.032202704	3.929485821	4.580748139
Ppp2cb	44.72284833	41.91388305	36.77259532	42.85484732	40.89765765	44.56059366	50.36383085	51.22672235
Spn	6.896610941	7.29326103	5.663004231	4.93581268	5.979035064	6.933230438	7.902634855	7.447058912
Unc50	25.88365257	22.11572493	17.21118055	30.85381161	18.47777779	18.72059717	21.57372289	22.64526642
Wdr12	6.33093959	6.259650319	8.607541892	10.9034481	9.337166286	9.514013536	10.80265518	11.60422027
Ndufaf2	4.180563572	3.11419596	2.789588763	5.535033189	3.52091093	3.602754998	3.86603625	4.600699584
Smarce1	14.61510402	17.31608163	26.3343208	17.60503051	13.56871564	14.42346476	15.44140429	17.82580646
Haghl	14.65473212	11.53986173	7.857922186	14.82016129	11.37177867	11.66632192	13.98392971	13.39452774
Pam16	5.585000351	4.415749187	4.963195752	9.195131585	6.479159575	6.719073964	8.469037916	7.215617156
Cisd3	16.26120164	14.26407384	13.1551592	22.86277524	12.58736225	11.65239534	14.01751942	14.78716802
Hps1	7.686119309	7.219514984	6.33137254	6.9458874	3.709563374	3.976581284	4.868424551	4.265050259
Mrpl28	48.89593869	36.35049561	37.70726198	62.03281136	33.71917986	35.9320645	41.76137308	40.99944039
Slc15a3	5.840002964	5.818655306	6.139074294	6.140211236	113.2498316	118.9889	149.8495206	126.0511647
Pstpip1	16.91426923	17.24130738	17.75554929	19.15756262	33.1453512	35.04508526	41.88359165	39.12530212
Krr1	6.051641109	7.513694251	8.719793576	8.191555844	11.16584843	11.36176743	11.97574859	14.78255071
Mrpl23	15.84580978	13.33193256	17.64125797	21.65629704	14.24754487	13.46358433	17.34511337	15.56031627
Dnajc19	7.530383663	5.700293092	5.768930952	10.52723374	6.01610166	5.125393969	6.684457362	6.544584471
Clns1a	36.68467501	32.78172908	36.39216495	46.68303926	32.56295885	31.57351035	38.22100602	37.93079239
Rps6	749.397155	719.8797929	1058.658976	1218.641954	1184.205586	1007.452294	1353.527315	1248.536894
Riox1	18.75437747	15.02286485	14.04287054	19.0224506	6.279205376	7.859127525	9.209462419	7.575487613
Zfp874b	0.791804848	0.73612976	0.589441865	0.561033781	0.751981763	0.552207224	0.798481906	0.749831321
Wrap73	5.242370541	4.20792148	3.370472162	5.120756354	3.365214663	3.371333067	4.183698704	3.811603856
Slc39a3	3.261069953	2.791973743	1.933441526	3.440592748	2.083834767	2.373853799	2.980817128	2.308514288
Ube2k	14.07240142	14.52558814	17.71230282	15.67563197	15.06428824	13.92568454	15.89581729	18.50204583
6430548M08Rik	11.31418417	11.40977186	8.577841478	7.731249435	2.516183962	2.946425049	3.144386714	3.337166748
Atp6v1f	76.52431389	46.95452148	37.79890993	110.970921	110.8151492	104.0984223	143.1993565	111.7798549
Gm9493	9.218447844	7.131743719	11.84379027	16.99702344	14.99835057	13.6928966	16.32513208	17.70947764
Plpp2	19.6050517	15.16013844	9.881162991	20.84798449	20.15989714	18.83235938	25.22277754	21.03078397
Ankmy2	3.470639572	3.678773014	4.524762898	4.167923961	3.294159791	3.433791507	3.729855459	4.250612855
Mrpl18	40.51754192	37.79779097	48.27033795	53.79328311	23.81661332	22.98985559	26.90534844	28.61219633
Nudt3	16.3232752	14.64221772	16.54605116	16.09671273	10.67290381	11.54179978	12.82175534	13.52670372
Mlkl	6.64617768	6.891238952	10.15999469	8.617545249	19.23660683	19.74144567	22.31867454	23.91021047
Sh2d3c	3.14464069	3.469838285	3.338539581	2.457306975	3.139310671	3.950205402	4.400174261	4.007621673
Rex1bd	27.52918359	18.83702118	22.21320592	38.52076254	18.87293334	17.5103419	24.44987746	18.69151891
Rps15a	75.5903691	60.64832382	69.09014081	109.9505524	121.6774423	109.8432425	149.4922616	125.0304617
Anxa11	14.31983388	14.15845633	14.32579339	9.468503519	7.166213436	7.392176619	8.764198359	8.49819965
BC002059	1.199377496	2.400809808	4.538874958	4.046544467	3.45505882	3.878530051	4.336050357	4.358680375
Pus1	27.35948265	23.81691615	19.19727957	26.59993714	19.91867231	20.89859607	26.75117124	21.6410063
Gas6	3.102269647	2.698338816	1.605604046	1.367679566	0.21725679	0.327228781	0.256731125	0.388795331
Trir	99.94254634	77.32132758	76.66492313	103.9465886	64.07899331	63.9906059	81.31559909	70.49728086
Rpl37	50.39577085	36.8110888	57.7226096	110.546648	113.4385975	121.6589325	161.5080719	117.166077
Vrk1	12.81608148	13.12642745	15.6322262	18.39716465	8.353714942	8.019408671	9.233719354	10.17414188
Acot8	7.970433594	6.075613982	5.550067467	8.245320281	6.783270347	7.46801739	8.852492862	8.040067473
Mrps11	10.78559383	7.35823717	6.717368309	12.63497897	7.136265384	6.410006913	8.862058205	7.194341533
P2rx4	2.201826598	1.87203666	1.975864339	2.140514891	3.448660696	3.63676086	4.388165333	4.009696654
Zhx1	3.38090388	4.82131732	5.471726076	4.891267514	1.125746463	1.40596492	1.325981567	1.673589821
Plcb3	12.9858795	14.18842993	9.389784697	7.818375611	9.29167188	9.475171567	11.00590103	11.22833916
Twf2	41.2132795	37.33962021	40.30557738	43.09098881	20.45189718	21.04340884	25.83176768	23.3180527
Mad2l1bp	17.76723393	15.0752517	13.88241612	17.78039347	15.34708635	14.5567492	18.77083969	16.64897085
Haus3	2.882004932	4.456516445	8.627373847	7.228965565	4.100863457	4.063982946	3.895163625	5.775008168
Gm34643	0.688986691	0.739688772	0.979346409	0.824647723	1.076132055	1.026955723	1.247717457	1.243050829
Eola1	7.832985955	7.011232235	8.070581947	10.68707813	8.363977548	8.57045711	10.17999925	9.875409443
Tyw5	1.797775706	1.827678068	2.460439534	2.978502166	3.826843455	3.753641114	3.977787296	4.999049395
Emg1	37.38046177	29.97241235	34.73401292	49.39500537	47.18887334	41.66245549	53.28745483	51.92626626
Mrpl2	61.78718382	47.96462964	40.30066156	68.43108727	44.3357209	43.91423957	55.30929779	49.18904848
Raly	80.00738169	71.4837296	69.92278812	92.73166586	58.28591587	55.2090145	67.16373219	67.20884245
Psmg3	3.16699978	1.822184514	1.255401435	5.11343857	3.590592421	3.050629571	4.431855432	3.430762717
Rpl38	55.78418856	46.0834818	70.59029302	116.8581253	104.5679518	120.6869318	152.8564803	113.8044509
Dnpep	14.91146256	12.23565315	10.89145351	15.4376552	12.05641843	12.78634401	15.53779986	13.86719822
Tubd1	9.451131919	9.277107304	8.812982209	10.21885243	6.347417342	7.493446614	7.829269906	8.551144158
Gtf2f2	36.30955068	34.30881778	46.4125734	46.70218304	37.85693683	34.97000811	40.24343511	45.94520599
Csnk2b	72.63337361	71.99687201	93.730923	68.25546804	58.4463364	54.5471389	68.26335293	65.4610089
Tmem115	16.66303402	16.04359582	12.35817481	13.79484997	8.022005132	9.500671526	9.764558881	10.97296096
Taf1a	5.071484517	5.019148231	5.568428798	6.073633182	3.134731148	3.418208555	3.944387282	3.810435483
Adam15	36.42691949	36.84280093	38.8007478	36.53560658	36.69360595	37.23121121	45.81185396	41.66885558
Utp3	66.13620264	73.39402822	104.3770763	70.56334925	53.95176547	55.86725423	59.9035982	70.05016755
Dok1	21.24536165	16.38670086	9.945486672	20.43844571	30.80057312	29.72069665	36.73601638	34.87759902
Bckdhb	10.25147387	10.38415226	11.36732083	13.84285697	7.279309638	7.286250855	8.670670601	8.563925839
Rpsa-ps10	17.19358462	12.87442291	16.29733463	31.93459153	25.42486392	21.8288142	29.65853686	26.25260792
Xrcc1	14.41263761	13.97467865	14.05364763	11.5822921	5.369453771	6.016402316	7.014368963	6.4559628
Prdx1	223.7384525	191.3802523	195.8193217	284.5481653	346.2824017	324.9989932	371.6976597	422.4725531
Slfn2	25.30641211	23.9780312	28.67508476	37.1835745	283.4190704	284.5788696	343.4980218	328.4719928
Sharpin	12.07867005	10.58651459	11.64283888	12.35453811	9.098850364	9.942090594	11.87845453	10.64657158
Hebp2	1.170236678	1.036189736	0.956008516	1.427634741	0.778859576	1.128837962	1.248379592	1.008295677
Gtf3a	9.179897909	9.249883567	10.17428686	6.537508326	3.597516843	4.679988976	4.99342038	4.797587664
Dlgap4	4.851028534	5.785658493	7.031713567	4.026687513	7.669692296	7.619188023	9.044791553	9.039431758
Dlgap5	12.47911433	14.83950461	19.31774073	13.80112286	5.486176683	5.800261581	6.337237106	7.012409666
Smim8	4.485291712	3.722006129	4.008693546	8.746736527	6.048946992	6.115559587	8.025261948	6.362543523
Lancl1	4.915954786	3.942182413	3.640507732	5.859702834	3.466012158	3.486504767	4.341625206	3.881016239
Rab43	0.585177899	0.401268648	0.109539038	0.463511208	0.659980346	0.717405511	0.837516769	0.791497543
Poldip2	24.44241523	23.70042149	17.89889871	22.81778309	15.02045022	15.26176532	17.99649896	17.8169752
Ngdn	26.08129609	21.54432656	24.87008129	38.31452397	34.1219407	31.86646032	39.34609633	38.69383888
Ssbp3	5.707191506	6.487782673	6.596100488	3.862346211	3.235517334	3.035434676	3.545553568	3.870638146
Tmem97	85.4478896	96.47574225	124.8879697	104.3680156	42.95942353	44.861025	52.67698844	51.18077723
Thap11	24.71046381	21.72781886	18.97949324	24.40734337	15.45800713	16.19005013	19.18578937	18.23938761
Ntmt1	13.04674831	8.562970236	6.51250905	17.92242889	15.46682356	15.92284205	21.19327365	15.92586886
Commd9	16.23799267	14.10267469	10.04554891	19.75181998	9.512774496	10.99842656	13.89356092	10.36084194
Tomm40	31.54715707	25.39200171	20.41034756	34.06471283	20.22107073	19.98791083	25.09052114	22.45632961
Rps3a3	16.56392048	14.82308385	29.72084169	48.15226436	40.93921682	43.79145079	53.73088577	46.43490547
Zmynd19	20.80108066	19.43670536	16.10534884	21.70922894	10.31264532	10.54565938	12.58314513	12.07235338
Esyt1	16.95633286	16.12605692	12.97121265	11.88550243	10.74528352	10.81755812	13.29095656	12.19694271
Acads	37.14922845	30.06775048	24.46971702	31.06260087	21.91434031	21.7151236	27.25869026	24.3096837
Akr1c13	0.463531085	0.593238965	0.989786595	0.899158708	0.431447851	0.767934072	0.661449661	0.756002857
